threshold,coverage,risk,safety_rate,safety_fail,n_confident,n_abstained
0.1902,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.19472,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.19925,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.20377,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.20829,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.21281,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.21734,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.22186,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.22638,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.2309,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.23543,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.23995,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.24447,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.24899,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.25352,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.25804,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.26256,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.26709,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.27161,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.27613,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.28065,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.28518,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.2897,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.29422,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.29874,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.30327,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.30779,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.31231,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.31683,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.32136,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.32588,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.3304,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
