elapsed_s,terrain,confidence,traversability_score,speed_ms,x_est
29.54,sand,0.928,0.4645,0.0537,-1.49
29.54,sand,0.928,0.4645,0.0537,-1.48
29.66,sand,0.928,0.4645,0.0537,-1.48
29.66,sand,0.928,0.4645,0.0537,-1.47
29.66,sand,0.867,0.4645,0.0537,-1.47
29.66,sand,0.867,0.4343,0.0537,-1.47
29.75,sand,0.867,0.4343,0.0543,-1.47
29.84,sand,0.867,0.4343,0.0543,-1.47
29.94,sand,0.867,0.4343,0.0543,-1.46
29.94,sand,0.867,0.4343,0.0543,-1.46
30.04,sand,0.867,0.4343,0.0543,-1.46
30.04,sand,0.867,0.4343,0.0543,-1.45
30.14,sand,0.867,0.4343,0.0543,-1.45
30.14,sand,0.867,0.4343,0.0543,-1.45
30.14,sand,0.843,0.4343,0.0543,-1.45
30.15,sand,0.843,0.4228,0.0543,-1.45
30.24,sand,0.843,0.4228,0.0552,-1.45
30.24,sand,0.843,0.4228,0.0552,-1.44
30.34,sand,0.843,0.4228,0.0552,-1.44
30.34,sand,0.843,0.4228,0.0552,-1.44
30.44,sand,0.843,0.4228,0.0552,-1.44
30.44,sand,0.843,0.4228,0.0552,-1.43
30.56,sand,0.843,0.4228,0.0552,-1.43
30.56,sand,0.843,0.4228,0.0552,-1.42
30.64,sand,0.843,0.4228,0.0552,-1.42
30.74,sand,0.843,0.4228,0.0552,-1.42
30.74,sand,0.843,0.4228,0.0552,-1.41
30.77,sand,0.978,0.4228,0.0552,-1.41
30.77,sand,0.978,0.4894,0.0552,-1.41
30.84,sand,0.978,0.4894,0.0547,-1.41
30.94,sand,0.978,0.4894,0.0547,-1.41
30.94,sand,0.978,0.4894,0.0547,-1.4
31.05,sand,0.978,0.4894,0.0547,-1.4
31.05,sand,0.978,0.4894,0.0547,-1.4
31.14,sand,0.978,0.4894,0.0547,-1.4
31.14,sand,0.978,0.4894,0.0547,-1.39
31.24,sand,0.978,0.4894,0.0547,-1.39
31.24,sand,0.978,0.4894,0.0547,-1.39
31.33,sand,0.962,0.4894,0.0547,-1.39
31.33,sand,0.962,0.4815,0.0547,-1.38
31.34,sand,0.962,0.4815,0.0543,-1.38
31.45,sand,0.962,0.4815,0.0543,-1.38
31.45,sand,0.962,0.4815,0.0543,-1.38
31.54,sand,0.962,0.4815,0.0543,-1.38
31.64,sand,0.962,0.4815,0.0543,-1.37
31.64,sand,0.962,0.4815,0.0543,-1.37
31.74,sand,0.962,0.4815,0.0543,-1.37
31.75,sand,0.962,0.4815,0.0543,-1.36
31.83,sand,0.964,0.4815,0.0543,-1.36
31.83,sand,0.964,0.4825,0.0543,-1.36
31.84,sand,0.964,0.4825,0.0531,-1.36
31.94,sand,0.964,0.4825,0.0531,-1.35
31.94,sand,0.964,0.4825,0.0531,-1.35
32.04,sand,0.964,0.4825,0.0531,-1.35
32.04,sand,0.964,0.4825,0.0531,-1.34
32.14,sand,0.964,0.4825,0.0531,-1.34
32.14,sand,0.964,0.4825,0.0531,-1.34
32.24,sand,0.964,0.4825,0.0531,-1.34
32.24,sand,0.964,0.4825,0.0531,-1.33
32.37,sand,0.964,0.4825,0.0531,-1.33
32.37,sand,0.964,0.4825,0.0531,-1.33
32.44,sand,0.964,0.4825,0.0531,-1.33
32.53,sand,0.932,0.4825,0.0531,-1.32
32.53,sand,0.932,0.4668,0.0531,-1.32
32.54,sand,0.932,0.4668,0.052,-1.32
32.64,sand,0.932,0.4668,0.052,-1.32
32.64,sand,0.932,0.4668,0.052,-1.31
32.74,sand,0.932,0.4668,0.052,-1.31
32.74,sand,0.932,0.4668,0.052,-1.31
32.84,sand,0.932,0.4668,0.052,-1.31
32.84,sand,0.932,0.4668,0.052,-1.3
32.94,sand,0.932,0.4668,0.052,-1.3
32.94,sand,0.932,0.4668,0.052,-1.3
33.04,sand,0.932,0.4668,0.052,-1.3
33.04,sand,0.932,0.4668,0.052,-1.29
33.14,sand,0.932,0.4668,0.052,-1.29
33.14,sand,0.932,0.4668,0.052,-1.29
33.21,sand,0.945,0.4668,0.052,-1.29
33.21,sand,0.945,0.473,0.052,-1.28
33.24,sand,0.945,0.473,0.0524,-1.28
33.36,sand,0.945,0.473,0.0524,-1.28
33.36,sand,0.945,0.473,0.0524,-1.27
33.44,sand,0.945,0.473,0.0524,-1.27
33.54,sand,0.945,0.473,0.0524,-1.27
33.54,sand,0.945,0.473,0.0524,-1.27
33.64,sand,0.945,0.473,0.0524,-1.27
33.64,sand,0.945,0.473,0.0524,-1.26
33.75,sand,0.945,0.473,0.0524,-1.26
33.75,sand,0.945,0.473,0.0524,-1.25
33.84,sand,0.957,0.473,0.0524,-1.25
33.84,sand,0.957,0.4792,0.0524,-1.25
33.84,sand,0.957,0.4792,0.0524,-1.25
33.94,sand,0.957,0.4792,0.0525,-1.25
33.94,sand,0.957,0.4792,0.0525,-1.24
34.04,sand,0.957,0.4792,0.0525,-1.24
34.04,sand,0.957,0.4792,0.0525,-1.24
34.14,sand,0.957,0.4792,0.0525,-1.24
34.14,sand,0.957,0.4792,0.0525,-1.23
34.24,sand,0.957,0.4792,0.0525,-1.23
34.24,sand,0.957,0.4792,0.0525,-1.23
34.34,sand,0.957,0.4792,0.0525,-1.23
34.36,sand,0.957,0.4792,0.0525,-1.22
34.4,sand,0.964,0.4792,0.0525,-1.22
34.4,sand,0.964,0.4827,0.0525,-1.22
34.45,sand,0.964,0.4827,0.0525,-1.22
34.54,sand,0.964,0.4827,0.0525,-1.22
34.55,sand,0.964,0.4827,0.0525,-1.21
34.64,sand,0.964,0.4827,0.0525,-1.21
34.64,sand,0.964,0.4827,0.0525,-1.21
34.74,sand,0.964,0.4827,0.0525,-1.21
34.74,sand,0.964,0.4827,0.0525,-1.2
34.85,sand,0.964,0.4827,0.0525,-1.2
34.85,sand,0.964,0.4827,0.0525,-1.2
34.94,sand,0.964,0.4827,0.0525,-1.2
34.94,sand,0.964,0.4827,0.0525,-1.19
35.04,sand,0.964,0.4827,0.0525,-1.19
35.04,sand,0.964,0.4827,0.0525,-1.19
35.15,sand,0.964,0.4827,0.0525,-1.19
35.15,sand,0.964,0.4827,0.0525,-1.18
35.24,sand,0.964,0.4827,0.0525,-1.18
35.34,sand,0.964,0.4827,0.0525,-1.18
35.35,sand,0.964,0.4827,0.0525,-1.17
35.37,sand,0.964,0.4827,0.0525,-1.17
35.38,sand,0.964,0.4824,0.0525,-1.17
35.46,sand,0.964,0.4824,0.0521,-1.17
35.54,sand,0.964,0.4824,0.0521,-1.16
35.64,sand,0.964,0.4824,0.0521,-1.16
35.65,sand,0.964,0.4824,0.0521,-1.16
35.75,sand,0.964,0.4824,0.0521,-1.15
35.76,sand,0.964,0.4824,0.0521,-1.15
35.86,sand,0.964,0.4824,0.0521,-1.15
35.87,sand,0.964,0.4824,0.0521,-1.14
35.94,sand,0.964,0.4824,0.0521,-1.14
36.04,sand,0.964,0.4824,0.0521,-1.14
36.05,sand,0.964,0.4824,0.0521,-1.13
36.14,sand,0.964,0.4824,0.0521,-1.13
36.24,sand,0.977,0.4824,0.0521,-1.13
36.24,sand,0.977,0.4888,0.0521,-1.12
36.24,sand,0.977,0.4888,0.0521,-1.12
36.24,sand,0.977,0.4888,0.0521,-1.12
36.34,sand,0.977,0.4888,0.0517,-1.12
36.34,sand,0.977,0.4888,0.0517,-1.12
36.44,sand,0.977,0.4888,0.0517,-1.12
36.44,sand,0.977,0.4888,0.0517,-1.11
36.54,sand,0.977,0.4888,0.0517,-1.11
36.54,sand,0.977,0.4888,0.0517,-1.11
36.64,sand,0.977,0.4888,0.0517,-1.11
36.65,sand,0.977,0.4888,0.0517,-1.1
36.77,sand,0.977,0.4888,0.0517,-1.1
36.77,sand,0.977,0.4888,0.0517,-1.1
36.84,sand,0.977,0.4888,0.0517,-1.1
36.94,sand,0.977,0.4888,0.0517,-1.09
36.94,sand,0.977,0.4888,0.0517,-1.09
36.97,sand,0.982,0.4888,0.0517,-1.09
36.97,sand,0.982,0.4912,0.0517,-1.09
37.04,sand,0.982,0.4912,0.0514,-1.09
37.15,sand,0.982,0.4912,0.0514,-1.08
37.15,sand,0.982,0.4912,0.0514,-1.08
37.24,sand,0.982,0.4912,0.0514,-1.08
37.24,sand,0.982,0.4912,0.0514,-1.07
37.35,sand,0.982,0.4912,0.0514,-1.07
37.35,sand,0.982,0.4912,0.0514,-1.07
37.45,sand,0.982,0.4912,0.0514,-1.07
37.45,sand,0.982,0.4912,0.0514,-1.06
37.55,sand,0.982,0.4912,0.0514,-1.06
37.55,sand,0.982,0.4912,0.0514,-1.06
37.66,sand,0.982,0.4912,0.0514,-1.06
37.66,sand,0.982,0.4912,0.0514,-1.05
37.74,sand,0.982,0.4912,0.0514,-1.05
37.85,sand,0.982,0.4912,0.0514,-1.05
37.87,sand,0.982,0.4912,0.0514,-1.04
37.94,sand,0.982,0.4912,0.0514,-1.04
37.96,sand,0.986,0.4912,0.0514,-1.04
37.96,sand,0.986,0.4934,0.0514,-1.04
38.04,sand,0.986,0.4934,0.0511,-1.04
38.14,sand,0.986,0.4934,0.0511,-1.03
38.16,sand,0.986,0.4934,0.0511,-1.03
38.24,sand,0.986,0.4934,0.0511,-1.03
38.34,sand,0.986,0.4934,0.0511,-1.02
38.34,sand,0.986,0.4934,0.0511,-1.02
38.44,sand,0.986,0.4934,0.0511,-1.02
38.45,sand,0.986,0.4934,0.0511,-1.01
38.54,sand,0.986,0.4934,0.0511,-1.01
38.54,sand,0.986,0.4934,0.0511,-1.01
38.64,sand,0.986,0.4934,0.0511,-1.01
38.65,sand,0.986,0.4934,0.0511,-1.0
38.74,sand,0.986,0.4934,0.0511,-1.0
38.74,sand,0.986,0.4934,0.0511,-1.0
38.8,sand,0.961,0.4934,0.0511,-1.0
38.81,sand,0.961,0.4811,0.0511,-0.99
38.84,sand,0.961,0.4811,0.0511,-0.99
38.94,sand,0.961,0.4811,0.0511,-0.99
38.94,sand,0.961,0.4811,0.0511,-0.99
39.04,sand,0.961,0.4811,0.0511,-0.99
39.04,sand,0.961,0.4811,0.0511,-0.98
39.14,sand,0.961,0.4811,0.0511,-0.98
39.14,sand,0.961,0.4811,0.0511,-0.97
39.24,sand,0.961,0.4811,0.0511,-0.97
39.24,sand,0.961,0.4811,0.0511,-0.97
39.35,sand,0.961,0.4811,0.0511,-0.97
39.37,sand,0.961,0.4811,0.0511,-0.96
39.44,sand,0.961,0.4811,0.0511,-0.96
39.53,sand,0.926,0.4811,0.0511,-0.96
39.53,sand,0.926,0.4811,0.0511,-0.96
39.53,sand,0.926,0.4642,0.0511,-0.96
39.54,sand,0.926,0.4642,0.0518,-0.96
39.64,sand,0.926,0.4642,0.0518,-0.95
39.64,sand,0.926,0.4642,0.0518,-0.95
39.74,sand,0.926,0.4642,0.0518,-0.95
39.74,sand,0.926,0.4642,0.0518,-0.94
39.84,sand,0.926,0.4642,0.0518,-0.94
39.84,sand,0.926,0.4642,0.0518,-0.94
39.96,sand,0.926,0.4642,0.0518,-0.94
39.96,sand,0.926,0.4642,0.0518,-0.93
40.04,sand,0.926,0.4642,0.0518,-0.93
40.14,sand,0.926,0.4642,0.0518,-0.93
40.14,sand,0.926,0.4642,0.0518,-0.92
40.16,sand,0.942,0.4642,0.0518,-0.92
40.17,sand,0.942,0.4718,0.0518,-0.92
40.24,sand,0.942,0.4718,0.0522,-0.92
40.34,sand,0.942,0.4718,0.0522,-0.92
40.35,sand,0.942,0.4718,0.0522,-0.91
40.44,sand,0.942,0.4718,0.0522,-0.91
40.44,sand,0.942,0.4718,0.0522,-0.91
40.54,sand,0.942,0.4718,0.0522,-0.91
40.54,sand,0.942,0.4718,0.0522,-0.9
40.64,sand,0.942,0.4718,0.0522,-0.9
40.64,sand,0.942,0.4718,0.0522,-0.9
40.75,sand,0.942,0.4718,0.0522,-0.9
40.75,sand,0.942,0.4718,0.0522,-0.89
40.81,sand,0.881,0.4718,0.0522,-0.89
40.81,sand,0.881,0.4413,0.0522,-0.89
40.84,sand,0.881,0.4413,0.0535,-0.89
40.94,sand,0.881,0.4413,0.0535,-0.89
40.94,sand,0.881,0.4413,0.0535,-0.88
41.04,sand,0.881,0.4413,0.0535,-0.88
41.04,sand,0.881,0.4413,0.0535,-0.88
41.14,sand,0.881,0.4413,0.0535,-0.88
41.14,sand,0.881,0.4413,0.0535,-0.87
41.24,sand,0.881,0.4413,0.0535,-0.87
41.24,sand,0.881,0.4413,0.0535,-0.87
41.34,sand,0.881,0.4413,0.0535,-0.87
41.35,sand,0.881,0.4413,0.0535,-0.86
41.42,sand,0.891,0.4413,0.0535,-0.86
41.42,sand,0.891,0.4461,0.0535,-0.86
41.44,sand,0.891,0.4461,0.0544,-0.86
41.54,sand,0.891,0.4461,0.0544,-0.85
41.54,sand,0.891,0.4461,0.0544,-0.85
41.64,sand,0.891,0.4461,0.0544,-0.85
41.64,sand,0.891,0.4461,0.0544,-0.84
41.74,sand,0.891,0.4461,0.0544,-0.84
41.74,sand,0.891,0.4461,0.0544,-0.84
41.84,sand,0.891,0.4461,0.0544,-0.84
41.84,sand,0.891,0.4461,0.0544,-0.83
41.89,sand,0.875,0.4461,0.0544,-0.83
41.9,sand,0.875,0.4385,0.0544,-0.83
41.94,sand,0.875,0.4385,0.0551,-0.83
42.04,sand,0.875,0.4385,0.0551,-0.83
42.04,sand,0.875,0.4385,0.0551,-0.82
42.14,sand,0.875,0.4385,0.0551,-0.82
42.14,sand,0.875,0.4385,0.0551,-0.82
42.24,sand,0.875,0.4385,0.0551,-0.82
42.25,sand,0.875,0.4385,0.0551,-0.81
42.36,sand,0.875,0.4385,0.0551,-0.81
42.44,sand,0.875,0.4385,0.0551,-0.8
42.54,sand,0.875,0.4385,0.0551,-0.8
42.54,sand,0.875,0.4385,0.0551,-0.79
42.56,sand,0.849,0.4385,0.0551,-0.79
42.56,sand,0.849,0.4261,0.0551,-0.79
42.64,sand,0.849,0.4261,0.0562,-0.79
42.74,sand,0.849,0.4261,0.0562,-0.79
42.74,sand,0.849,0.4261,0.0562,-0.78
42.84,sand,0.849,0.4261,0.0562,-0.78
42.84,sand,0.849,0.4261,0.0562,-0.78
42.94,sand,0.849,0.4261,0.0562,-0.78
42.94,sand,0.849,0.4261,0.0562,-0.77
43.04,sand,0.849,0.4261,0.0562,-0.77
43.04,sand,0.849,0.4261,0.0562,-0.77
43.08,sand,0.823,0.4261,0.0562,-0.77
43.08,sand,0.823,0.4142,0.0562,-0.76
43.14,sand,0.823,0.4142,0.0569,-0.76
43.24,sand,0.823,0.4142,0.0569,-0.76
43.24,sand,0.823,0.4142,0.0569,-0.76
43.34,sand,0.823,0.4142,0.0569,-0.76
43.34,sand,0.823,0.4142,0.0569,-0.75
43.44,sand,0.823,0.4142,0.0569,-0.75
43.54,sand,0.823,0.4142,0.0569,-0.74
43.54,sand,0.823,0.4142,0.0569,-0.74
43.64,sand,0.823,0.4142,0.0569,-0.74
43.64,sand,0.823,0.4142,0.0569,-0.73
43.69,sand,0.816,0.4142,0.0569,-0.73
43.69,sand,0.816,0.4147,0.0569,-0.73
43.74,sand,0.816,0.4147,0.0577,-0.73
43.84,sand,0.816,0.4147,0.0577,-0.73
43.84,sand,0.816,0.4147,0.0577,-0.72
43.94,sand,0.816,0.4147,0.0577,-0.72
43.95,sand,0.816,0.4147,0.0577,-0.72
44.04,sand,0.816,0.4147,0.0577,-0.71
44.14,sand,0.816,0.4147,0.0577,-0.71
44.14,sand,0.816,0.4147,0.0577,-0.7
44.24,sand,0.816,0.4147,0.0577,-0.7
44.24,sand,0.816,0.4147,0.0577,-0.7
44.28,sand,0.826,0.4147,0.0577,-0.7
44.28,sand,0.826,0.4158,0.0577,-0.7
44.34,sand,0.826,0.4158,0.0582,-0.7
44.45,sand,0.826,0.4158,0.0582,-0.69
44.46,sand,0.826,0.4158,0.0582,-0.69
44.54,sand,0.826,0.4158,0.0582,-0.69
44.64,sand,0.826,0.4158,0.0582,-0.68
44.64,sand,0.826,0.4158,0.0582,-0.67
44.74,sand,0.826,0.4158,0.0582,-0.67
44.74,sand,0.826,0.4158,0.0582,-0.67
44.8,sand,0.814,0.4158,0.0582,-0.67
44.81,sand,0.814,0.4107,0.0582,-0.67
44.84,sand,0.814,0.4107,0.0586,-0.66
44.94,sand,0.814,0.4107,0.0586,-0.66
44.94,sand,0.814,0.4107,0.0586,-0.66
45.04,sand,0.814,0.4107,0.0586,-0.66
45.04,sand,0.814,0.4107,0.0586,-0.65
45.14,sand,0.814,0.4107,0.0586,-0.65
45.15,sand,0.814,0.4107,0.0586,-0.65
45.24,sand,0.814,0.4107,0.0586,-0.64
45.25,sand,0.814,0.4107,0.0586,-0.64
45.35,sand,0.814,0.4107,0.0586,-0.64
45.45,sand,0.814,0.4107,0.0586,-0.63
45.45,sand,0.814,0.4107,0.0586,-0.63
45.46,sand,0.695,0.4107,0.0586,-0.63
45.46,sand,0.695,0.357,0.0586,-0.63
45.54,sand,0.695,0.357,0.06,-0.63
45.64,sand,0.695,0.357,0.06,-0.62
45.64,sand,0.695,0.357,0.06,-0.62
45.74,sand,0.695,0.357,0.06,-0.62
45.74,sand,0.695,0.357,0.06,-0.61
45.85,sand,0.695,0.357,0.06,-0.61
45.85,sand,0.695,0.357,0.06,-0.6
45.94,sand,0.695,0.357,0.06,-0.6
46.04,sand,0.695,0.357,0.06,-0.6
46.04,sand,0.695,0.357,0.06,-0.59
46.07,sand,0.717,0.357,0.06,-0.59
46.07,sand,0.717,0.3678,0.06,-0.59
46.14,sand,0.717,0.3678,0.0612,-0.59
46.24,sand,0.717,0.3678,0.0612,-0.59
46.34,sand,0.717,0.3678,0.0612,-0.58
46.34,sand,0.717,0.3678,0.0612,-0.57
46.44,sand,0.717,0.3678,0.0612,-0.57
46.45,sand,0.717,0.3678,0.0612,-0.57
46.54,sand,0.717,0.3678,0.0612,-0.57
46.65,sand,0.717,0.3678,0.0612,-0.56
46.65,sand,0.717,0.3678,0.0612,-0.55
46.67,sand,0.653,0.3678,0.0612,-0.55
46.68,sand,0.653,0.3342,0.0612,-0.55
46.74,sand,0.653,0.3342,0.0633,-0.55
46.85,sand,0.653,0.3342,0.0633,-0.55
46.85,sand,0.653,0.3342,0.0633,-0.54
46.94,sand,0.653,0.3342,0.0633,-0.54
47.04,sand,0.653,0.3342,0.0633,-0.54
47.04,sand,0.653,0.3342,0.0633,-0.53
47.14,sand,0.653,0.3342,0.0633,-0.53
47.14,sand,0.653,0.3342,0.0633,-0.52
47.25,sand,0.653,0.3342,0.0633,-0.52
47.25,sand,0.653,0.3342,0.0633,-0.52
47.34,sand,0.653,0.3342,0.0633,-0.52
47.44,sand,0.653,0.3342,0.0633,-0.51
47.46,sand,0.653,0.3342,0.0633,-0.51
47.55,sand,0.653,0.3342,0.0633,-0.5
47.61,sand,0.826,0.3342,0.0633,-0.5
47.62,sand,0.826,0.417,0.0633,-0.49
47.64,sand,0.826,0.417,0.0631,-0.49
47.74,sand,0.826,0.417,0.0631,-0.49
47.84,sand,0.826,0.417,0.0631,-0.49
47.84,sand,0.826,0.417,0.0631,-0.48
47.94,sand,0.826,0.417,0.0631,-0.48
47.94,sand,0.826,0.417,0.0631,-0.47
48.04,sand,0.826,0.417,0.0631,-0.47
48.04,sand,0.826,0.417,0.0631,-0.47
48.14,sand,0.826,0.417,0.0631,-0.47
48.16,sand,0.826,0.417,0.0631,-0.46
48.24,sand,0.744,0.417,0.0631,-0.46
48.24,sand,0.744,0.3771,0.0631,-0.45
48.24,sand,0.744,0.3771,0.0626,-0.45
48.34,sand,0.744,0.3771,0.0626,-0.45
48.34,sand,0.744,0.3771,0.0626,-0.45
48.44,sand,0.744,0.3771,0.0626,-0.45
48.44,sand,0.744,0.3771,0.0626,-0.44
48.54,sand,0.744,0.3771,0.0626,-0.44
48.55,sand,0.744,0.3771,0.0626,-0.44
48.66,sand,0.744,0.3771,0.0626,-0.44
48.66,sand,0.744,0.3771,0.0626,-0.43
48.74,sand,0.744,0.3771,0.0626,-0.43
48.83,sand,0.611,0.3771,0.0626,-0.42
48.83,sand,0.611,0.3141,0.0626,-0.42
48.84,sand,0.611,0.3141,0.0639,-0.42
48.94,sand,0.611,0.3141,0.0639,-0.42
48.94,sand,0.611,0.3141,0.0639,-0.41
49.04,sand,0.611,0.3141,0.0639,-0.41
49.05,sand,0.611,0.3141,0.0639,-0.4
49.14,sand,0.611,0.3141,0.0639,-0.4
49.25,sand,0.611,0.3141,0.0639,-0.4
49.25,sand,0.611,0.3141,0.0639,-0.39
49.34,sand,0.611,0.3141,0.0639,-0.39
